#Answer.URL,WEBSITE,Input.Input-URL,Answer.ADDRESS1,Answer.CITY,ANSWER.STATE_NAME,COUNTRY,Answer.ZIP,Answer.MAP_URL,Answer.PHONE,CHAIN,TYPE,OPEN_DATE,Answer.PHOTO_URL,RATING,LAST_VERIFIED,LAT,LNG,HOTELID
Embassy Suites by Hilton Virginia Beach Oceanfront Resort,,https://www.hilton.com/en/hotels/orfanes-embassy-suites-virginia-beach-oceanfront-resort/,4101 Atlantic Ave,Virginia Beach,VA,USA,23451,https://www.hilton.com/en/hotels/orfanes-embassy-suites-virginia-beach-oceanfront-resort/hotel-location/,,HILTON,RESORT,2023-02-01,https://www.hilton.com/im/en/ORFANES/16676689/1-orfan-exterior-rendering.jpg?impolicy=crop&cw=4884&ch=2050&gravity=NorthWest&xposition=0&yposition=474&rw=1308&rh=549,,2023-03-01,,,
Fairfield Inn & Suites Canton Riverstone Parkway,,https://www.marriott.com/en-us/hotels/atlvf-fairfield-inn-and-suites-canton-riverstone-parkway/overview/,120 Reinhardt College Pkwy,Canton,GA,USA,30114,"https://www.google.com/maps/search/?api=1&query=34.25655330748859,-84.48152547626195",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/content/dam/marriott-renditions/FN/ffi-modern-calm-king-room-0002-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Fairfield Inn & Suites Hardeeville I-95 North,,https://www.marriott.com/en-us/hotels/savfh-fairfield-inn-and-suites-hardeeville/overview/,254 Brooks Willis Drive,Hardeeville,SC,USA,29927,"https://www.google.com/maps/search/?api=1&query=32.31382,-81.056169",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/content/dam/marriott-renditions/FN/ffi-modern-calm-king-room-0001-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Fairfield Inn & Suites North Conway,,https://www.marriott.com/en-us/hotels/pwmnc-fairfield-inn-and-suites-north-conway/overview/,165 Skimobile Road,North Conway,NH,USA,03860,"https://www.google.com/maps/search/?api=1&query=44.05808,-71.11032",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/fi-pwmnc-2-queen-suite-39281:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Fairfield Inn & Suites Yankton,,https://www.marriott.com/en-us/hotels/suxyf-fairfield-inn-and-suites-yankton/overview/,508 W 21st S,Yankton,SD,USA,57078,"https://www.google.com/maps/search/?api=1&query=42.89108702581581,-97.39810994613028",,MARRIOTT,CHAIN,2023-03-01,https://cache.marriott.com/marriottassets/marriott/FN/ffi-exterior-gen4-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Four Points by Sheraton Atlanta Downtown,,https://www.marriott.com/en-us/hotels/atlfo-four-points-by-sheraton-atlanta-downtown/overview/,166 Pryor St SW,Atlanta,GA,USA,30303,"https://www.google.com/maps/search/?api=1&query=33.750019,-84.391725",,MARRIOTT,BUSINESS,2023-03-01,https://cache.marriott.com/marriottassets/marriott/FP/fp-king-guest-room-0003-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Graduate Palo Alto,,https://www.graduatehotels.com/palo-alto/,488 University Ave,Palo Alto,CA,USA,94301,https://www.graduatehotels.com/palo-alto/around-town/,,OTHER,BOUTIQUE,2023-02-01,https://www.graduatehotels.com/palo-alto/wp-content/uploads/sites/24/2022/12/Palo_Alto_Exterior_Gallery.jpg,,2023-03-01,,,
Hampton Inn Huntley Chicago,,https://www.hilton.com/en/hotels/ordhuhx-hampton-huntley-chicago/,13000 IL-47,Huntley,IL,USA,60142,https://www.hilton.com/en/hotels/ordhuhx-hampton-huntley-chicago/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/ORDHUHX/17479490/dsc05392-hdr.jpg?impolicy=crop&cw=5000&ch=2084&gravity=NorthWest&xposition=0&yposition=818&rw=1220&rh=512,,2023-03-01,,,
Hilton Garden Inn Mattoon,,https://www.hilton.com/en/hotels/decingi-hilton-garden-inn-mattoon/,100 Coles Centre Pkwy,Mattoon,IL,USA,61938,https://www.hilton.com/en/hotels/decingi-hilton-garden-inn-mattoon/hotel-location/,,HILTON,CHAIN,2023-01-01,https://www.hilton.com/im/en/NoHotel/13866959/exterior-litv3.jpg?impolicy=crop&cw=5000&ch=2104&gravity=NorthWest&xposition=0&yposition=690&rw=1220&rh=512,,2023-03-01,,,
Hilton Garden Inn Nashville West End Avenue,,https://www.hilton.com/en/hotels/bnagigi-hilton-garden-inn-nashville-west-end-avenue/,100 Murphy Ct,Nashville,TN,USA,37203,https://www.hilton.com/en/hotels/bnagigi-hilton-garden-inn-nashville-west-end-avenue/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/DTTUTGI/13903991/bar-1.jpg?impolicy=crop&cw=4500&ch=1889&gravity=NorthWest&xposition=0&yposition=555&rw=1220&rh=512,,2023-03-01,,,
Hilton Kansas City Country Club Plaza,,https://www.hilton.com/en/hotels/mkceehh-hilton-kansas-city-country-club-plaza/,770 W 47th Street,Kansas City,MO,USA,64112,https://www.hilton.com/en/hotels/mkceehh-hilton-kansas-city-country-club-plaza/hotel-location/,,HILTON,RENOVATED,2023-01-01,https://www.hilton.com/im/en/MKCEEHH/17023436/double-double-guest-room.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Bangor,,https://www.hilton.com/en/hotels/pwmorht-home2-suites-bangor/,327 Odlin Rd,Bangor,ME,USA,04401,https://www.hilton.com/en/hotels/pwmorht-home2-suites-bangor/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Colorado Springs I-25 Central,,https://www.hilton.com/en/hotels/coskmht-home2-suites-colorado-springs-i-25-central/,3090 N Nevada Ave,Colorado Springs,CO,USA,80907,https://www.hilton.com/en/hotels/coskmht-home2-suites-colorado-springs-i-25-central/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Flower Mound Dallas,,https://www.hilton.com/en/hotels/dfwfwht-home2-suites-flower-mound-dallas/,4231 River Walk Dr,Flower Mound,TX,USA,75028,https://www.hilton.com/en/hotels/dfwfwht-home2-suites-flower-mound-dallas/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Fredericksburg South,,https://www.hilton.com/en/hotels/dcafrht-home2-suites-fredericksburg-south/,9901 Patriot Hwy,Fredericksburg,VA,USA,22407,https://www.hilton.com/en/hotels/dcafrht-home2-suites-fredericksburg-south/hotel-location/,,HILTON,CHAIN,2023-01-01,https://www.hilton.com/im/en/NoHotel/11461271/tribeca-1king-studio-prototype.tif?impolicy=crop&cw=5992&ch=2515&gravity=NorthWest&xposition=0&yposition=742&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Galveston,,https://www.hilton.com/en/hotels/houlvht-home2-suites-galveston/,4302 Seawall Blvd,Galveston,TX,USA,77550,https://www.hilton.com/en/hotels/houlvht-home2-suites-galveston/hotel-location/,,HILTON,CHAIN,2023-01-01,https://www.hilton.com/im/en/MultiHotel/18004420/ct5-1091-2-3-4-5.jpg?impolicy=crop&cw=5000&ch=2094&gravity=NorthWest&xposition=0&yposition=1103&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Hammond,,https://www.hilton.com/en/hotels/mdwhaht-home2-suites-hammond/,2847 Carlson Dr,Hammond,IN,USA,46323,https://www.hilton.com/en/hotels/mdwhaht-home2-suites-hammond/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Hobbs,,https://www.hilton.com/en/hotels/hobhhht-home2-suites-hobbs/,825 Joe Harvey Blvd,Hobbs,NM,USA,88240,https://www.hilton.com/en/hotels/hobhhht-home2-suites-hobbs/hotel-location/,,HILTON,CHAIN,2023-02-20,https://www.hilton.com/en/hotels/hobhhht-home2-suites-hobbs/rooms/?category=suites,,2023-03-01,,,
Home2 Suites by Hilton Huntsville,,https://www.hilton.com/en/hotels/yqahvht-home2-suites-huntsville/,159 Howland Dr,Huntsville,ON,CANADA,P1H 2P7,https://www.hilton.com/en/hotels/yqahvht-home2-suites-huntsville/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Indianapolis Keystone Crossing,,https://www.hilton.com/en/hotels/indenht-home2-suites-indianapolis-keystone-crossing/,9104 Keystone Crossing,Indianapolis,IN,USA,46240,https://www.hilton.com/en/hotels/indenht-home2-suites-indianapolis-keystone-crossing/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960193/h2-olvclht-pets-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Logansport,,https://www.hilton.com/en/hotels/okkayht-home2-suites-logansport/,3924 E Market St,Logansport,IN,USA,46947,https://www.hilton.com/en/hotels/okkayht-home2-suites-logansport/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton North Scottsdale near Mayo Clinic,,https://www.hilton.com/en/hotels/phxtsht-home2-suites-north-scottsdale-mayo-clinic/,20001 N Scottsdale Rd,Scottsdale,AZ,USA,85255,https://www.hilton.com/en/hotels/phxtsht-home2-suites-north-scottsdale-mayo-clinic/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/PHXTSHT/18222001/phxtsht-exterior-day.jpg?impolicy=crop&cw=5000&ch=2093&gravity=NorthWest&xposition=0&yposition=905&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Raleigh State Arena,,https://www.hilton.com/en/hotels/rdursht-home2-suites-raleigh-state-arena/,6825 Chapel Hill Rd,Raleigh,NC,USA,27607,https://www.hilton.com/en/hotels/rdursht-home2-suites-raleigh-state-arena/hotel-location/,,HILTON,CHAIN,2023-03-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Redding,,https://www.hilton.com/en/hotels/rddhtht-home2-suites-redding/,5184 Caterpillar Rd,Redding,CA,USA,96003,https://www.hilton.com/en/hotels/rddhtht-home2-suites-redding/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/RDDHTHT/18195344/dji-0040-2-3.jpg?impolicy=crop&cw=5000&ch=2097&gravity=NorthWest&xposition=0&yposition=1234&rw=1220&rh=512,,2023-03-01,,,
Home2 Suites by Hilton Vero Beach I-95,,https://www.hilton.com/en/hotels/vrbinht-home2-suites-vero-beach-i-95/,9060 Americana Wy,Vero Beach,FL,USA,32966,https://www.hilton.com/en/hotels/vrbinht-home2-suites-vero-beach-i-95/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1220&rh=512,,2023-03-01,,,
Homewood Suites By Hilton South Bend Notre Dame Area,,https://www.hilton.com/en/hotels/behowhw-homewood-suites-south-bend-notre-dame-area/,52860 State Hwy 933,South Bend,IN,USA,46637,https://www.hilton.com/en/hotels/behowhw-homewood-suites-south-bend-notre-dame-area/hotel-location/,,HILTON,CHAIN,2023-02-01,https://www.hilton.com/im/en/AUGWEHW/1950455/augwe013.tif?impolicy=crop&cw=2400&ch=1007&gravity=NorthWest&xposition=0&yposition=246&rw=1220&rh=512,,2023-03-01,,,
"Hotel Tonnelle New Orleans, A Tribute Portfolio Hotel",,https://www.marriott.com/hotels/travel/msygd-hotel-tonnelle-new-orleans-a-tribute-portfolio-hotel/,2203 St Charles Ave,New Orleans,LA,USA,70130,https://www.marriott.com/hotels/maps/travel/msygd-hotel-tonnelle-new-orleans-a-tribute-portfolio-hotel/,,MARRIOTT,BOUTIQUE,2023-04-15,https://cache.marriott.com/is/image/marriotts7prod/tx-msygd-seating-area-33255:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Hyatt Centric Congress Avenue Austin,,https://www.hyatt.com/en-US/hotel/hyatt-centric-congress-avenue-austin/ausct,721 Congress Ave,Austin,TX,USA,78701,https://www.google.com/maps/search/?api=1&query=721+Congress+Avenue%2C+Austin%2C+Texas%2C+United+States%2C+78701,,HYATT,BUSINESS,2023-02-01,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2021/10/11/1856/AUSCT-R005-Exterior-East-Nighttime-View.jpg/AUSCT-R005-Exterior-East-Nighttime-View.16x9.jpg?imwidth=1920,,2023-03-01,,,
Hyatt Centric Ville-Marie MontrÈal,,https://www.hyatt.com/hyatt-centric/yulct-hyatt-centric-ville-marie-montreal,621 Notre-Dame St. East,Montreal,QC,CANADA,H2Y 0C2,https://www.hyatt.com/hyatt-centric/yulct-hyatt-centric-ville-marie-montreal,,HYATT,BOUTIQUE,2023-02-01,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2023/01/11/1549/YULCT-P0013-King-Standard.jpg/YULCT-P0013-King-Standard.16x9.jpg,,2023-03-01,,,
Hyatt House Orlando Airport,,https://www.hyatt.com/en-US/hotel/florida/hyatt-house-orlando-airport/orlxa,5472 Gateway Village Cir,Orlando,FL,USA,32812,https://www.google.com/maps/search/?api=1&query=5472+Gateway+Village+Cir%2C+Orlando%2C+Florida%2C+United+States%2C+32812,,HYATT,CHAIN,2023-02-01,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2022/06/09/0923/ORLXA-R001-Hotel-Exterior.jpg/ORLXA-R001-Hotel-Exterior.16x9.jpg?imwidth=1920,,2023-03-01,,,
Hyatt House Sacramento/Midtown,,https://www.hyatt.com/en-US/hotel/california/hyatt-house-sacramento-midtown/sacxs,2719 K St,Sacramento,CA,USA,95816,https://www.google.com/maps/search/?api=1&query=2719+K+Street%2C+Sacramento%2C+California%2C+United+States%2C+95816,,HYATT,BOUTIQUE,2023-02-15,https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2023/02/03/1555/SACXS-P0002-Property-Building-Dusk.jpg/SACXS-P0002-Property-Building-Dusk.16x9.V1.jpg?imwidth=1920,,2023-03-01,,,
INN @ GREEN ST,,https://www.marriott.com/hotels/travel/atlyh-inn-@-green-st/,1302 Green Street Southeast,Conyers,GA,USA,30012,https://www.marriott.com/hotels/maps/travel/atlyh-inn-@-green-st/,,MARRIOTT,BOUTIQUE,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/sh-atlyh-king-studio-87438:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Moxy Charleston Downtown,,https://www.marriott.com/en-us/hotels/chsox-moxy-charleston-downtown/overview/,547 Meeting St,Charleston,SC,USA,29403,"https://www.google.com/maps/search/?api=1&query=32.799563640552414,-79.9431062171461",,MARRIOTT,BOUTIQUE,2023-03-01,https://cache.marriott.com/is/image/marriotts7prod/ox-chsox-exterior18679-14651:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Moxy Downtown Los Angeles,,https://www.marriott.com/en-us/hotels/laxox-moxy-downtown-los-angeles/overview/,1260 S Figueroa St,Los Angeles,CA,USA,90015,"https://www.google.com/maps/search/?api=1&query=34.0412313187385,-118.2673622309368",,MARRIOTT,BOUTIQUE,2023-04-01,https://cache.marriott.com/is/image/marriotts7prod/ox-laxox-double-queen-40136-63747:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Moxy Houston Downtown,,https://www.marriott.com/HOUOX,412 Main St,Houston,TX,USA,77002,"https://www.google.com/maps/search/?api=1&query=29.76116184231018,-95.36176527939755",,MARRIOTT,BOUTIQUE,2023-04-13,https://cache.marriott.com/marriottassets/marriott/OX/ox-king-guest-room-0005-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Moxy NYC Lower East Side,,https://www.marriott.com/en-us/hotels/nycom-moxy-nyc-lower-east-side/overview/,145 Bowery,New York,NY,USA,10002,"https://www.google.com/maps/search/?api=1&query=40.71902,-73.994235",,MARRIOTT,BOUTIQUE,2023-01-01,https://cache.marriott.com/is/image/marriotts7prod/ox-nycom-the-factory-loft-suite-23295:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Moxy Williamsburg,,https://www.marriott.com/en-us/hotels/nycxb-moxy-brooklyn-williamsburg/overview/,353 Bedford Ave,Brooklyn,NY,USA,11211,"https://www.google.com/maps/search/?api=1&query=40.711633,-73.962776",,MARRIOTT,BOUTIQUE,2023-02-01,https://s7d1.scene7.com/is/image/marriotts7prod/ox-nycxb-hotel-exterior-dusk-13440:Classic-Hor?wid=1215&fit=constrain,,2023-03-01,,,
Residence Inn Atlanta Covington,,https://www.marriott.com/en-us/hotels/atlvr-residence-inn-atlanta-covington/overview/,12120 Town Center Boulevard,Covington,GA,USA,30014,"https://www.google.com/maps/search/?api=1&query=33.62182,-83.84263",,MARRIOTT,BUSINESS,2023-02-01,https://cache.marriott.com/marriottassets/marriott/RI/ri-main01-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Residence Inn Jonesboro,,https://www.marriott.com/en-us/hotels/jbrri-residence-inn-jonesboro/overview/,2611 Sumo Loop Drive,Joneboro,AR,USA,72401,"https://www.google.com/maps/search/?api=1&query=35.77992,-90.68059",,MARRIOTT,BUSINESS,2023-03-01,https://cache.marriott.com/content/dam/marriott-renditions/RI/ri-studio-suite-0008-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Residence Inn New York JFK Airport,,https://www.marriott.com/en-us/hotels/nycrj-residence-inn-new-york-jfk-airport/overview/,142-30 135th Ave,Queens,NY,USA,11436,"https://www.google.com/maps/search/?api=1&query=40.66819,-73.796562",,MARRIOTT,BUSINESS,2023-01-01,https://cache.marriott.com/is/image/marriotts7prod/ri-nycrj--one-bedroom-suite-11002:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Residence Inn Portland Clackamas,,https://www.marriott.com/en-us/hotels/pdxrh-residence-inn-portland-clackamas/overview/,9191 SE Sunnyside Road,Clackamas,OR,USA,97015,"https://www.google.com/maps/search/?api=1&query=45.433496,-122.574174",,MARRIOTT,BUSINESS,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/ri-pdxrh-two-bedroom-suite37709-76970:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Residence Inn San Marcos,,https://www.marriott.com/en-us/hotels/ausdm-residence-inn-san-marcos/overview/,625 Commercial Loop Building 2,San Marcos,TX,USA,78666,"https://www.google.com/maps/search/?api=1&query=29.825856,-97.990084",,MARRIOTT,BUSINESS,2023-02-01,https://cache.marriott.com/content/dam/marriott-renditions/RI/ri-neuhaus-studio-suite-0003-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Residence Inn St. Louis Clayton,,https://www.marriott.com/en-us/hotels/stlrl-residence-inn-st-louis-clayton/overview/,8125 Forsyth Blvd,Clayton,MO,USA,63105,"https://www.google.com/maps/search/?api=1&query=38.65087,-90.3427",,MARRIOTT,BUSINESS,2023-03-01,https://cache.marriott.com/content/dam/marriott-renditions/RI/ri-studio-suite-0008-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
Residence Inn Wichita Falls,,https://www.marriott.com/en-us/hotels/spsri-residence-inn-wichita-falls/overview/,4233 Kell E Blvd,Wichita Falls,TX,USA,76308,"https://www.google.com/maps/search/?api=1&query=33.878087,-98.548658",,MARRIOTT,BUSINESS,2023-02-01,https://cache.marriott.com/marriottassets/marriott/RI/ri-main01-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
SpringHill Suites Camp Hill,,https://www.marriott.com/en-us/hotels/mdtch-springhill-suites-camp-hill/overview/,3535 Gettysburg Road ,Camp Hill,PA,USA,17011,"https://www.google.com/maps/search/?api=1&query=40.22552,-76.93576",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/sh-mdtch-king-suite-mob-acc34770-83028:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
SpringHill Suites Cheraw,,https://www.marriott.com/en-us/hotels/flocs-springhill-suites-cheraw/overview/,201 Front St,Cheraw,SC,USA,29520,"https://www.google.com/maps/search/?api=1&query=34.698800692189245,-79.88198565967679",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/sh-flocs-flocs-exterior-property-19678:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
SpringHill Suites Columbia near Fort Jackson,,https://www.marriott.com/en-us/hotels/caecs-springhill-suites-columbia-southeast/overview/,170 E Exchange Blvd,Columbia,SC,USA,29209,"https://www.google.com/maps/search/?api=1&query=33.96978,-80.9524",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/marriottassets/marriott/SH/shs-palette-king-suite-0001-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
SpringHill Suites Jacksonville Baymeadows,,https://www.marriott.com/en-us/hotels/jaxbh-springhill-suites-jacksonville-baymeadows/overview/,9325 Baymeadows Rd,Jacksonville,FL,USA,32256,"https://www.google.com/maps/search/?api=1&query=30.22104,-81.56509",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/marriottassets/marriott/SH/shs-palette-king-suite-0001-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
"Sunseeker Resort Charlotte Harbor, Sunsuites",,https://www.sunseekerresorts.com/sunsuites,4949 Tamiami Trail,Port Charlotte,FL,USA,33980,https://www.sunseekerresorts.com/contact-and-location,,OTHER,RESORT,2023-01-01,https://image-tc.galaxy.tf/wijpeg-qvruaopozyfke24a5sns7fes/website-photo-lobby-optimized.jpg?width=1920,,2023-03-01,,,
The Palmetto,,https://www.palmettohotelcharleston.com/,194 East Bay Street,Charleston,SC,USA,29401,https://www.palmettohotelcharleston.com/contact,,OTHER,BOUTIQUE,2023-03-15,https://uploads-ssl.webflow.com/63e5282f6d6ee251e24fa06f/63e53493ac64f2d287f032b5_gallery-img-19.jpg,,2023-03-01,,,
"The Pennywell St. Louis Downtown, a Hilton Hotel",,https://www.hilton.com/en/hotels/stlddhf-the-pennywell-st-louis-downtown-a-hilton-hotel/,400 Olive St,St. Louis,MO,USA,63102,https://www.hilton.com/en/hotels/stlddhf-the-pennywell-st-louis-downtown-a-hilton-hotel/hotel-location/,,HILTON,BOUTIQUE,2023-02-01,https://www.hilton.com/im/en/STLDDHF/17759253/exteriorday-1-.jpg?impolicy=crop&cw=5000&ch=2095&gravity=NorthWest&xposition=0&yposition=1138&rw=1308&rh=549,,2023-03-01,,,
The Westfield Inn Hotel,,https://www.thewestfieldinn.com/,435 North Ave W,Westfield,NJ,USA,07090,https://www.thewestfieldinn.com/guide/,,OTHER,RENOVATED,2022-12-01,https://www.thewestfieldinn.com/wp-content/uploads/2021/07/1Standard-3.jpg,,2023-03-01,,,
"The Yorktowne Hotel, Tapestry Collection by Hilton",,https://www.hilton.com/en/hotels/lnsyoup-the-yorktowne-hotel/,48 E Market St,York,PA,USA,17401,https://www.hilton.com/en/hotels/lnsyoup-the-yorktowne-hotel/hotel-location/,,HILTON,BOUTIQUE,2023-01-01,https://www.hilton.com/im/en/LNSYOUP/17252845/yorktowne-market-st-2019-final.jpg?impolicy=crop&cw=4430&ch=1859&gravity=NorthWest&xposition=0&yposition=570&rw=1308&rh=549,,2023-03-01,,,
TownePlace Suites by Marriott Buckeye Verrado,,https://www.marriott.com/hotels/travel/phxyt-towneplace-suites-buckeye-verrado/,1550 N Verrado Way,Buckeye,AZ,USA,85396,"https://www.google.com/maps/search/?api=1&query=33.465683,-112.506125",,MARRIOTT,CHAIN,2023-03-01,https://cache.marriott.com/marriottassets/marriott/TP/tp-main-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
TownePlace Suites by Marriott Toronto Oakville,,https://www.marriott.com/en-us/hotels/yyztl-towneplace-suites-toronto-oakville/overview/,754 Bronte Rd,Oakville,ON,CANADA,L6L 6R8,"https://www.google.com/maps/search/?api=1&query=43.40708,-79.73824",,MARRIOTT,CHAIN,2023-04-05,https://cache.marriott.com/marriottassets/marriott/TP/tps-suite-0001-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
TownePlace Suites Canton Riverstone Parkway,,https://www.marriott.com/en-us/hotels/atlvt-towneplace-suites-canton-riverstone-parkway/overview/,120 Reinhardt College Pkwy,Canton,GA,USA,30114,"https://www.google.com/maps/search/?api=1&query=34.2592921,-84.4939455",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/ts-atlvt-studio-q2-kitchen-34377-44382:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
TownePlace Suites Ellensburg,,https://www.marriott.com/en-us/hotels/ykmts-towneplace-suites-ellensburg/overview/,1709 South Opportunity Street,Ellensburg,WA,USA,98926,"https://www.google.com/maps/search/?api=1&query=46.98062184885055,-120.54716468054208",,MARRIOTT,CHAIN,2023-02-01,https://cache.marriott.com/is/image/marriotts7prod/tp-bed-21738:Classic-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=*:423px,,2023-03-01,,,
